anio,numero,asignatura,tema,enunciado,opcion_1,opcion_2,opcion_3,opcion_4,respuesta_correcta
2021,122,Bioquímica y Biología Molecular,Procesos Moleculares,Las repeticiones cortas en tándem de 10 a 100 nucleótidos a lo largo del genoma eucariota se conocen como:,Marco abierto de lectura (Open Reading Frame).,Variable Number of Tandem Repeats (VNTRs).,Long Interspersed Element (LINES).,Short Interspersed Element (SINES).,2
2021,123,Biología Celular e Histología,"Ciclo Celular, Mitosis y Apoptosis",La metafase es una parte de la mitosis en la que se:,Da el intervalo entre dos divisiones.,Sintetiza el ADN.,Descompone la envoltura nuclear.,Disponen los centrómeros en la placa metafásica.,4
2021,124,Genética,Citogenética y Alteraciones Cromosómicas,La translocación t(11;22)(q24;q12) se asocia a:,Sarcoma de Ewing.,Tumor de Wilms.,Retinoblastoma.,Neuroblastoma.,1
2021,125,Estadística y Metodología,Bioestadística,"En un diagrama de cajas (“Box-plot” o “Boxand-Whisker plot”) que usamos para describir un conjunto de valores cuantitativos, los valores que delimitan la caja central son:",La mediana y el cuartil 95%.,Los límites del intervalo de confianza para la media al 95%.,La media más/menos el rango intercuartílico.,El primer y tercer cuartil.,4
2021,126,Estadística y Metodología,Bioestadística,"Como resultado de un contraste de hipótesis para testear la hipótesis nula H0, se obtiene un p-valor (o valor P) de 0.025. Por tanto:",Se acepta H0 al nivel de significación 0.05 y se rechaza al 0.01.,Se rechaza H0 a los niveles de significación 0.05 y 0.01.,Se rechaza H0 al nivel de significación 0.05 y se acepta al 0.01.,Se acepta H0 a los niveles de significación 0.05 y 0.01.,3
2021,127,Estadística y Metodología,Bioestadística,El gráfico adecuado para representar las frecuencias de una variable cuantitativa continua que hemos agrupado en intervalos de distinta longitud es:,Un diagrama de barras.,Un gráfico de tarta.,Un histograma.,Un diagrama de cajas (“Box-plot”).,3
2021,128,Estadística y Metodología,Bioestadística,"Para averiguar si un tratamiento es efectivo se han tomado datos cuantitativos de un conjunto de individuos antes y después de aplicar dicho tratamiento. Asumiendo un tamaño muestral suficientemente grande, el test apropiado que debemos aplicar es:",Test t para diferencia de medias con varianzas desconocidas pero iguales.,Test t para diferencia de medias con varianzas desconocidas y diferentes.,Test t para muestras apareadas.,Test de Shapiro-Wilk.,3
2021,129,Inmunología,Inmunidad Adaptativa,"Se ha construido una tabla de contingencia 2x3 cruzando la variable Vacunación (Si/No) con la gravedad de una dolencia (Asintomática, Leve, Grave). Para determinar si hay falta de asociación (u homogeneidad) entre ambas variables se emplea:",El test ji(chi)-cuadrado con 2 grados de libertad.,El test ji(chi)-cuadrado con 4 grados de libertad.,El test de la F con 2 y 3 grados de libertad.,El test de Wilcoxon de suma de rangos con su aproximación normal.,1
2021,130,Genética,Citogenética y Alteraciones Cromosómicas,En relación con la inactivación del cromosoma X en mujeres es FALSO que:,"El patrón de inactivación del cromosoma X ocurre al azar, entre el cromosoma X materno o paterno, a lo largo del desarrollo embrionario y se fija pocos días antes del nacimiento.",El cromosoma X inactivado es silenciado por un “long non coding (lnc)” ARN.,Un gen crítico para la inactivación del cromosoma X es el gen XIST.,El gen XIST se expresa en el cromosoma X que va a ser inactivado.,1
2021,131,Bioquímica y Biología Molecular,Bioquímica Clínica,La subunidad alfa de la tirotropina (TSH) es útil en el diagnóstico de:,Hipertiroidismo.,Hipotiroidismo.,Tumores hipofisarios.,Hipotiroidismo subclínico.,3
2021,133,Hematología,Fisiología y Patología Eritrocitaria,Es característico de la nefropatía diabética:,Un incremento en la excreción de albumina (> 30 mg/día).,Una disminución de los niveles de hemoglobina glicosilada (<6%).,"Un incremento del filtrado glomerular (>120 mL/min/1,73 m2).",Un descenso en los niveles de colesterol LDL circulante (< 80mg/dL).,1
2021,134,Bioquímica y Biología Molecular,Metabolismo Energético,La principal apolipoproteína presente en las partículas de colesterol-LDL es la:,1 C.,2 E.,B-48.,B-100.,4
2021,135,Bioquímica y Biología Molecular,Metabolismo Energético,"Según su movilidad electroforética en suero, las partículas de colesterol-HDL migran en la fracción:",Pre-Beta.,Alfa.,Beta.,Origen.,2
2021,136,Bioquímica y Biología Molecular,Metabolismo Energético,El poder reductor de la síntesis de ácidos grasos lo aporta:,Nicotinamida-adenina-dinucleótido fosfato (NADP+).,Nicotinamida-adenina-dinucleótido (NAD+).,Flavina-adenina-dinucleótido (FAD).,Flavina-mononucleótido (FAM).,1
2021,138,Biología Celular e Histología,Histología Humana,Uno de los siguientes marcadores NO es de formación ósea:,Osteocalcina.,Isoenzima ósea de la fosfatasa alcalina.,Propéptido carboxiterminal del procolágeno I (PICP).,Fosfatasa ácida tartrato resistente (FATR).,4
2021,139,Bioquímica y Biología Molecular,Bioquímica Clínica,Un marcador tumoral sérico de cáncer de tiroides es:,Antígeno carcinoembrionario.,Tiroglobulina.,Tirotropina.,Tiroxina.,2
2021,140,Genética,Genética Mendeliana y Herencia,La causa más frecuente de hiperbilirrubinemia no conjugada es:,Síndrome de Gilbert.,Ictericia neonatal.,Hepatopatía crónica.,Hemólisis de cualquier etiología.,2
2021,141,Bioquímica y Biología Molecular,Procesos Moleculares,Se define la epigenética como:,Todas las variantes nucleotídicas adquiridas por un individuo después del nacimiento.,"Todas las vías moleculares que afectan la regulación de los genes, por modificaciones heredables o no, que no cambian la secuencia de ADN.",Todos los mecanismos moleculares que afectan a las histonas o a la estructura de la cromatina.,Son los procesos de metilación del ADN tras la diferenciación celular.,2
2021,142,Fisiología y Anatomía,Endocrino y Reproductor,Respecto al concepto de enfermedad autosómica recesiva hereditaria:,"El individuo hereda dos alelos anormales en un locus genético dado, al recibir un alelo mutante de cada progenitor portador; el gen causante de la enfermedad está en uno de los autosomas y no en los cromosomas sexuales.","El individuo hereda dos alelos anormales en un locus genético dado, al recibir un alelo mutante de cada progenitor portador; el gen causante de la enfermedad está en uno de los cromosomas sexuales.","Es una enfermedad que, al ser recesiva, permanece oculta en el genoma y se transmite sólo a los nietos.",Es una enfermedad que afecta a los cromosomas por una meiosis aberrante durante la formación del ovocito o el espermatozoide.,1
2021,143,Bioquímica y Biología Molecular,Procesos Moleculares,El ADN fetal que circula en el plasma de la gestante:,Representa todo el ADN plasmático que se extrae de la sangre materna.,Sólo circula ADN fetal en la gestante cuando existe sufrimiento fetal o placentario.,"Su estudio es útil únicamente en trastornos que afecten al cromosoma Y, para evitar confundirlo con el ADN materno.",Es un porcentaje pequeño respecto al ADN que circula en el plasma materno.,4
2021,144,Inmunología,Inmunidad Adaptativa,Respecto al diagnóstico prenatal no invasivo del gen RHD fetal en plasma de una gestante con antígeno RhD negativo:,"No se puede realizar, dado que la madre con RhD negativo no ha perdido el gen, sino que lo ha colocado de forma antiparalela en su ADN y, aunque no se transcribe, el ADN circula en su plasma.","La mayoría de las veces que la madre no expresa el antígeno RhD es por pérdida del material codificante de esta proteína, de modo que el detectar exones de dicho gen en el plasma materno implica alta posibilidad de que el feto sea RhD positivo.",No tiene utilidad clínica porque la madre nunca se inmunizará contra una proteína de membrana de su feto.,"Al no existir ningún tratamiento ni medida preventiva para evitar la inmunización de la madre, no tiene utilidad diagnóstica.",2
2021,145,Microbiología y Parasitología,Virología,La farmacogenética:,Se refiere a los fármacos de diseño genético creados en los laboratorios para aplicar como fármacos de terapia génica.,Se refiere a los estudios genéticos orientados al diseño de nuevos fármacos de origen viral que podrán ser utilizados contra el cáncer.,Estudia exclusivamente a los virus que causan cáncer para poder bloquearlos antes de que infecten al ser humano.,"Puede predecir y/o explicar cómo responden las personas a los fármacos, y es un componente destacado de la medicina personalizada y de precisión.",4
2021,146,Fisiología y Anatomía,Renal y Digestivo,La cistatina C:,Es una proteína glicosilada de alto peso molecular que conforma un tetrámero con cuatro subunidades de 128 kDa.,Su concentración sérica se correlaciona inversamente con la tasa de filtración glomerular.,Se utiliza como marcador de remodelamiento óseo.,Se asocia a la cistinuria del recién nacido.,2
2021,147,Bioquímica y Biología Molecular,Bioquímica Clínica,En relación al análisis del líquido sinovial:,En la condrocalcinosis encontramos cristales de urato monosódico.,Los cristales de pirofosfato cálcico dihidrato tienen forma de aguja y birrefringencia negativa.,El líquido sinovial no patológico puede contener hasta 200 leucocitos/µL.,En la gota se observan cristales de oxalato cálcico.,3
2021,148,Bioquímica y Biología Molecular,Bioquímica Clínica,Los siguientes analitos se comportan como reactantes de fase aguda EXCEPTO:,Interleuquina-6.,IgM.,Ceruloplasmina.,Procalcitonina.,2
2021,149,Fisiología y Anatomía,Renal y Digestivo,En relación a la proteinuria ortostática NO es cierto que:,Son necesarias dos muestras de orina para establecer el diagnóstico.,Se considera una proteinuria transitoria.,El cociente proteína/creatinina es <0.2 tras 6 horas en bipedestación.,Supone más del 60% de los casos de proteinuria asintomática en niños y su incidencia aumenta en la adolescencia.,3
2021,150,Fisiología y Anatomía,Renal y Digestivo,Las células sanguíneas que NO se detectan en la tira reactiva del análisis de orina son:,Linfocitos.,Eosinófilos.,Monocitos.,Neutrófilos.,1
2021,151,Estadística y Metodología,Bioestadística,El estado redox intramitocondrial en sangre se mide mediante el cociente:,Lactato/piruvato.,β-Hidroxibutirato/acetoacetato.,NADPH/NADP+.,ATP/ADP.,2
2021,152,Fisiología y Anatomía,Endocrino y Reproductor,La insulina NO:,Activa la glucolisis y lipólisis.,Estimula la captación de glucosa por el tejido adiposo.,Estimula la síntesis de glucógeno y proteínas.,Estimula la captación intracelular de potasio.,1
2021,153,Bioquímica y Biología Molecular,Metabolismo Energético,En relación al metabolismo del glucógeno en el músculo:,La glucosa plasmática regula el metabolismo del glucógeno en el músculo.,El calcio inhibe la fosforilasa-b-kinasa.,La insulina favorece la síntesis del glucógeno.,El propio glucógeno activa su síntesis.,3
2021,154,Bioquímica y Biología Molecular,Procesos Moleculares,Las histonas:,Forma los nucleosomas con el ADN eucariótico.,Tienen actividad DNAsa I y corrige los errores de la replicación.,Tienen 8 conformaciones alfa diferentes.,Enrollan 640 nucleótidos de ADN por vuelta.,1
2021,155,Bioquímica y Biología Molecular,Metabolismo Energético,La mitocondria:,Tiene su propio ADN circular.,Compartimentaliza en la célula la glicolisis y el ciclo de la urea.,"Tiene tres membranas: externa, interna y de las crestas.",Transfiere electrones de la vitamina C a la glicolisis.,1
2021,156,Bioquímica y Biología Molecular,Procesos Moleculares,Los telómeros:,Necesitan de dos polimerasas distintas para transcribirse.,No utilizan fragmentos de Okazaki para replicarse.,Tienen en su ADN cientos de repeticiones en serie de una secuencia de seis nucleótidos.,Se van acortando por la digestión que hace la telomerasa a partir del extremo 3’.,3
2021,157,Fisiología y Anatomía,Endocrino y Reproductor,Los receptores hormonales nucleares:,Se regulan exclusivamente mediante derivados de la vitamina D.,Se unen a los extremos nacientes del ARN recién transcrito en el núcleo.,Se unen al ADN mediante cremallera leucina ZIP en su extremo carboxilo.,Reclutan coactivadores después de unirse a un ligando esteroide.,4
2021,158,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",¿Qué carga tendrá la población de aminoácidos con grupos R no ionizables en solución a cualquier pH por debajo del punto isoeléctrico?:,Carga neta negativa.,Carga neta positiva.,Ningún grupo cargado.,Cargas positivas y negativas en igual concentración.,2
2021,159,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos","Añadiendo SDS (dodecil sulfato de sodio) durante la electroforesis de las proteínas, es posible:",Determinar el punto isoeléctrico de una proteína.,Determinar la composición de aminoácidos de la proteína.,Preservar la estructura nativa de una proteína y su actividad biológica.,Separar las proteínas exclusivamente en función del peso molecular.,4
2021,160,Bioquímica y Biología Molecular,"Proteínas, Enzimas y Aminoácidos",En un gráfico de V0 frente a [S] para una enzima que sigue la cinética de Michaelis-Menten es FALSO que:,"A una [S] muy alta, la curva de velocidad se convierte en una línea horizontal que corta el eje Y en Km.",Km es la [S] en la que V0 = 1/2 Vmax.,La forma de la curva es una hipérbola.,El eje Y es un término de velocidad con unidades de µmoles/min.,1
2021,161,Bioquímica y Biología Molecular,Procesos Moleculares,"Tras la unión de la ARN polimerasa de E. coli, el orden correcto de los acontecimientos para que se inicie la transcripción es:","Formación de complejo cerrado, formación de complejo abierto, desalojo del promotor, inicio de la síntesis de ARN.","Formación de complejo cerrado, formación de complejo abierto, inicio de la síntesis de ARN, desalojo del promotor.","Formación de complejo abierto, formación de complejo cerrado, inicio de la síntesis de ARN, desalojo del promotor.","Inicio de la síntesis de ARN, formación de complejo cerrado, formación de complejo abierto, desalojo del promotor.",2
2021,162,Bioquímica y Biología Molecular,Procesos Moleculares,La maduración (“splicing”) alternativa del ARNm puede dar lugar a:,Un cambio en la proporción de ARNm producido a partir de dos genes adyacentes.,La unión de la cola de poli(A) al extremo 5' de un ARNm.,La producción de la misma proteína a partir de dos genes diferentes.,La producción de dos proteínas distintas a partir de un único gen.,4
2021,163,Biología Celular e Histología,"Orgánulos, Citoesqueleto y Matriz","En relación al cianuro, oligomicina y 2,4- dinitrophenol (DNP) como inhibidores y/o desacoplantes de la fosforilación oxidativa mitocondrial es correcto que:","El cianuro y 2,4-dinitrophenol inhiben la cadena respiratoria, y oligomicina inhibe la síntesis de ATP.","El cianuro inhibe la cadena respiratoria, mientras que la oligomicina y el 2,4-dinitrophenol impiden la síntesis de ATP.","La oligomicina inhibe la cadena respiratoria, mientras que el cianuro y 2,4-dinitrophenol previenen la síntesis de ATP.","El cianuro, oligomicina y 2,4-dinitrophenol compiten con O2 en su unión a la citocromo oxidasa en el complejo IV.",2
2021,164,Bioquímica y Biología Molecular,Metabolismo Energético,El paso limitante (punto de regulación) en la síntesis de ácidos grasos es:,Condensación de acetil-CoA y malonil-CoA.,La formación de malonil-CoA a partir de malonato y CoA.,La síntesis de malonil-CoA en la reacción catalizada por la acetil-CoA carboxilasa.,La síntesis de acetil-CoA a partir de acetato y CoA.,3
2021,165,Bioquímica y Biología Molecular,Metabolismo Energético,La oxidación de 3 moles de glucosa por la ruta de las pentosas fosfato puede resultar en la producción de:,"3 moles de pentosa-fosfato, 4 moles de NA- DPH y 3 moles de CO2.","3 moles de pentosa-fosfato, 6 moles de NA- DPH y 3 moles de CO2.","2 moles de pentosa-fosfato, 4 moles de NA- DPH y 8 moles de CO2.","3 moles de pentosa-fosfato, 3 moles de NA- DPH y 3 moles de CO2.",2
2021,166,Microbiología y Parasitología,Bacteriología,¿Qué afirmación es FALSA respecto a Pseudomonas aeruginosa?:,Son bacterias Gram-negativas incapaces de fermentar lactosa.,Más del 90% de las cepas dan negativa la prueba de la oxidasa.,Son patógenos oportunistas.,Se asocian sobre todo a infecciones en pacientes hospitalizados y en individuos con fibrosis quística.,2
2021,167,Microbiología y Parasitología,Bacteriología,La ceftazidima-avibactam o el imipenemrelebactam son dos antibióticos que:,Se dirigen al ribosoma bacteriano.,"Poseen una acción dual, bloqueando la acción de las metil transferasas ribosómicas.",Poseen excelente actividad frente a enterobacterias inhibiendo enzimas del tipo carbapenemasa.,Poseen una excelente actividad sobre bacterias Gram-positivas incluyendo los estafilococos resistentes a meticilina.,3
2021,168,Microbiología y Parasitología,Antimicrobianos y Resistencias,Cuál de los siguientes compuestos NO posee una estructura del tipo β-lactámico :,Vaborbactam.,Cefoxitina.,Imipenem.,Aztreonam.,1
2021,169,Microbiología y Parasitología,Bacteriología,Helicobacter pylori es un:,Bacilo Gram-negativo.,Coco Gram-positivo.,Bacilo Gram-positivo.,Microorganismo sin pared celular y por tanto no se tiñe por la técnica de Gram.,1
2021,170,Microbiología y Parasitología,Bacteriología,Los estafilococos NO crecen en medio de:,Agar sangre.,Agar chocolate.,Agar Mueller-Hinton.,Agar MacConkey.,4
2021,171,Microbiología y Parasitología,Bacteriología,Streptococcus pneumoniae puede identificarse en el laboratorio mediante una PCR del gen:,mecA.,lytA.,vanA.,Spa.,2
2021,172,Microbiología y Parasitología,Bacteriología,Respecto a Listeria monocytogenes es FALSO que:,Produce beta-hemólisis en medios de cultivo con sangre.,Produce catalasa.,Las técnicas serológicas no son útiles para el diagnóstico de la infección.,El tratamiento de las infecciones se realiza con cefalosporinas.,4
2021,173,Microbiología y Parasitología,Antimicrobianos y Resistencias,Los microorganismos del género Enterococcus presentan resistencia intrínseca a:,Cefalosporinas.,Penicilinas.,Glucopéptidos.,Carbapenemas.,1
2021,174,Microbiología y Parasitología,Bacteriología,"En el hombre, la manifestación clínica más característica de la infección por Neisseria gonorrhoeae es la:",Infección urinaria.,Uretritis aguda.,Artritis séptica.,Dermatitis vascular.,2
2021,175,Microbiología y Parasitología,Bacteriología,La tosferina o tos paroxística está causada por:,Streptococcus pneumoniae.,Haemophilus influenzae.,Moraxella catarrhalis.,Bordetella pertussis.,4
2021,176,Fisiología y Anatomía,Renal y Digestivo,Vibrio cholerae:,Es inmóvil.,Causó la última pandemia en 1923.,Se clasifica en tres serogrupos en función de su antígeno O.,Se aísla específicamente en agar TCBS (agar tiosulfato citrato bilis sacarosa).,4
2021,177,Microbiología y Parasitología,Bacteriología,¿Cuál de los siguientes géneros es un bacilo Gram-negativo anaeróbico?:,Clostridium.,Escherichia.,Veillonella.,Fusobacterium.,4
2021,178,Microbiología y Parasitología,Bacteriología,La asociación correcta entre especie y patología producida es:,"Yersinia enterocolitica, artritis.","Yersinia tuberculosis, neumonía.","Yersinia pestis, enteritis mesentérica.","Yersinia pseudotuberculosis, tuberculosis.",1
2021,179,Microbiología y Parasitología,Bacteriología,La asociación FALSA entre infección producida y bacilos Gram-negativos no fermentadores es:,"Otitis externa, Pseudomonas aeruginosa.","Infección pulmonar en pacientes con fibrosis quística, Burkholdheria cepacia.","Neumonía nosocomial, Acinetobacter baumannii.","Fiebre de Malta, Stenotrophomonas maltophilia.",4
2021,180,Microbiología y Parasitología,Antimicrobianos y Resistencias,La asociación FALSA entre antibióticomecanismo de resistencia en bacilos Gramnegativos es:,"Quinolonas, bombas de expulsión.","Polimixinas, modificación del lipopolisacárido.","Aminoglicósidos, modificación de la ADN girasa.","Cefalosporinas, beta-lactamasas.",3
2021,181,Microbiología y Parasitología,Bacteriología,La resistencia a los antibióticos beta-lactámicos en bacilos Gram-negativos NO está mediada por:,Mutaciones en las PBP.,Modificación de la subunidad ribosomal 50S.,Represión de porinas.,Producción de carbapenemasas.,2
2021,182,Microbiología y Parasitología,Bacteriología,Acerca de Mycobacterium tuberculosis:,Es un bacilo anaerobio.,"La pared tiene muchos lípidos, incluyendo los ácidos micólicos.",La detección microscópica no se utiliza en el diagnóstico.,Tiene un crecimiento rápido en los medios de cultivo.,2
2021,183,Microbiología y Parasitología,Bacteriología,Sobre Mycobacterium leprae es FALSO que:,Es un bacilo ácido-alcohol resistente.,No crece en los medios de cultivo artificiales (acelulares).,El reservorio y fuente de contagio es ambiental.,Produce una infección crónica afectando piel y nervios periféricos.,3
2021,184,Microbiología y Parasitología,Bacteriología,Sobre el género Actinomyces es FALSO que:,Son bacilos Gram-negativos anaerobios.,Crecen lentamente en los medios de cultivo.,Pueden causar una infección crónica y supurativa.,"En el tratamiento de las infecciones que causa, la penicilina es el antimicrobiano de elección.",1
2021,185,Microbiología y Parasitología,Micología,Sobre los fármacos antifúngicos es FALSO que:,Los azoles sólo pueden administrase por vía intravenosa o tópica.,La anfotericina B actúa uniéndose al ergosterol.,La caspofungina es activa frente a los géneros Candida y Aspergillus.,La 5-Fluorocitosina actúa inhibiendo la síntesis del ADN y ARN.,1
2021,186,Microbiología y Parasitología,Micología,Respecto al género Aspergillus es FALSO que:,Es un hongo dimórfico.,Crece bien en el medio de Sabouraud.,Su aislamiento en un paciente puede indicar infección o una simple colonización.,La detección sérica del galactomanano ayuda en el diagnóstico de las infecciones invasivas.,1
2021,187,Microbiología y Parasitología,Virología,"¿Cuál de los siguientes virus está formado por ADN bicatenario, tiene simetría icosaédrica y presenta envoltura?:",Virus del herpes tipo 1 y tipo 2.,Astrovirus.,Poxvirus.,Coronavirus.,1
2021,188,Microbiología y Parasitología,Virología,"¿Qué método resulta poco útil para el diagnóstico del virus herpes simple, en el contexto de una infección vírica recurrente?:",Examen microscópico directo de células de la base de la lesión.,Serología.,Cultivos celulares.,Reacción en cadena de la polimerasa (PCR).,2
2021,189,Microbiología y Parasitología,Virología,¿Qué virus tiene como reservorio a los monos y como vector de transmisión a los mosquitos del género Aedes?:,Virus del dengue.,Virus de la rabia.,Virus de la encefalitis.,Virus de Lassa.,1
2021,190,Microbiología y Parasitología,Virología,¿Cuál de los siguientes virus pertenece a la familia Flaviviridae?:,Virus del ebola.,Virus del dengue.,Virus del chikungunya.,Rotavirus.,2
2021,191,Microbiología y Parasitología,Virología,"En relación con la rubeola congénita, ¿en qué periodo de la gestación es más grave la afectación fetal?:",Primer trimestre.,Segundo trimestre.,Tercer trimestre.,Coincidiendo con el parto.,1
2021,192,Microbiología y Parasitología,Virología,¿Cuál de las siguientes moléculas NO es un receptor para la entrada celular del virus de la inmunodeficiencia humana tipo 1 (VIH-1)?:,CD4.,CD8.,CCR5.,CXCR4.,2
2021,193,Microbiología y Parasitología,Virología,¿Cuál de los siguientes virus infecta preferentemente a las células progenitoras eritroides?:,Sarampión.,Rubeola.,Parotiditis.,Parvovirus B19.,4
2021,194,Microbiología y Parasitología,Virología,NO pertenece a la familia Paramyxoviridae:,Virus influenza A.,Virus parainfluenza 1.,Virus de la parotiditis.,Virus del sarampión.,1
2021,195,Microbiología y Parasitología,Virología,La transmisión del virus de la hepatitis E en países desarrollados está frecuentemente relacionada con la vía:,Oral por ingesta de agua contaminada.,Oral por ingesta de carne de animales contaminados.,Respiratoria.,Parenteral por transfusión de sangre de donantes infectados.,2
2021,196,Microbiología y Parasitología,Bacteriología,El diagnóstico parasitológico diferencial entre una Tenia solium y una Tenia saginata se basa en:,La observación de huevos en el concentrado de heces.,El cultivo de las heces en agar enriquecido con carbón.,La observación macroscópica de las ramificaciones uterinas de las proglótides grávidas.,La reacción de la muestra tras lavado con suero fisiológico.,3
2021,197,Microbiología y Parasitología,Parasitología,¿Cuál es el tratamiento de elección de Cryptosporidum sp. en un paciente inmunodeprimido?:,Nitazoxanida.,Cotrimoxazol.,Atovaquona.,Eflornitina.,1
2021,198,Microbiología y Parasitología,Parasitología,¿Qué forma del parásito Plasmodium inyecta el mosquito Anopheles cuando pica al ser humano trasmitiendo la infección?:,Trofozoíto.,Esquizonte.,Esporozoíto.,Merozoíto.,3
2021,199,Microbiología y Parasitología,Bacteriología,¿Cuál de estos hallazgos analíticos aparece en la infección por Plasmodium falciparum?:,Trombocitopenia.,Piuria.,Hipocolesterolemia.,Hipercalcemia.,1
2021,200,Microbiología y Parasitología,Bacteriología,Respecto a Acinetobacter baumannii es FALSO que:,Al microscopio típicamente se observa como un bacilo Gram-negativo largo y fino.,Es negativo para la prueba de la oxidasa.,Suele ser resistente a múltiples antibióticos.,Puede ser causa de neumonía en pacientes ingresados en unidades de cuidados intensivos.,1
2021,201,Fisiología y Anatomía,Endocrino y Reproductor,¿Cómo se denomina la falta de descenso de los testículos desde la cavidad abdominal al escroto?:,Criptorquidia.,Orquitis.,Anorquia.,Hipospadias.,1
2021,202,Fisiología y Anatomía,Cardiovascular y Respiratorio,Los discos intercalares son propios del:,Músculo esquelético.,Músculo liso.,Músculo cardíaco.,Músculo vascular arterial.,3
2021,203,Fisiología y Anatomía,Cardiovascular y Respiratorio,¿En cuáles de las siguientes células son característicos los cristales de Reinke?:,Células caliciformes del intestino.,Hepatocitos.,Macrófagos alveolares.,Células de Leydig.,4
2021,204,Inmunología,Inmunidad Innata y Complemento,¿Qué función es propia de los neumocitos tipo II?:,Intercambio gaseoso.,Fagocitosis de microorganismos.,Síntesis de sustancia surfactante.,Síntesis de mucinógeno.,3
2021,205,Inmunología,Inmunopatología,¿Cuál de los siguientes enunciados respecto a las reacciones alérgicas es INCORRECTO?:,La alergia es una enfermedad que típicamente se produce por una respuesta inmune de tipo 1 mediada por las citoquinas IFNγ y TNFα que inducen la producción de IgE.,En individuos atópicos se suelen producir altos niveles de IgE frente a alérgenos ambientales.,La mayoría de los alérgenos son proteínas o sustancias químicas unidas a proteínas.,El desarrollo de las enfermedades alérgicas es el resultado de complejas (y no completamente conocidas) interacciones entre genes y ambiente.,1
2021,206,Estadística y Metodología,Bioestadística,"Tenemos dos variables X e Y que son incorreladas entre ellas (su coeficiente de correlación r=0). Si construyéramos la recta de regresión Y=a+bX+e, entonces con toda seguridad:",La media de X es cero.,El parámetro pendiente (b) es cero.,El parámetro ordenada en el origen (a) es cero.,La media de Y es b veces la media de X.,2
2021,207,Bioquímica y Biología Molecular,Metabolismo Energético,¿Cuál de los siguientes ácidos grasos produce más ATP tras la oxidación completa (CO2+H2O) de 1 mol de cada uno de ellos?:,Ácido graso saturado de 16 carbonos.,Ácido graso monoinsaturado de 16 carbonos.,Ácido graso monoinsaturado de 18 carbonos.,Ácido graso poliinsaturado de 16 carbonos.,3
2021,208,Bioquímica y Biología Molecular,Metabolismo Energético,"¿Cuál de las siguientes acciones conduce a la activación de la glucógeno fosforilasa, tanto hepática cómo muscular?:",Unión de glucosa-6-fosfato a un sitio de unión alostérico.,Defosforilación de residuos Ser/Thr por la proteína fosfatasa-1 (PP1).,Fosforilación de residuos específicos por la glucógeno fosforilasa quinasa.,Unión de glucosa a un sitio de unión alostérico.,3
2021,209,Microbiología y Parasitología,Bacteriología,Respecto a la estructura antigénica de Staphylococcus aureus es FALSO que contiene:,Ácidos teicoicos.,Ácidos micólicos.,Proteína A.,Factor de agregación.,2
2021,210,Microbiología y Parasitología,Virología,¿Qué virus de la familia Herpesviridae es capaz de producir enfermedad recurrente desde células progenitoras hematopoyéticas y monocitos y se considera una enfermedad oportunista?:,Virus de la varicela-zoster.,Citomegalovirus.,Virus Epstein-Barr.,Virus del herpes simple 1 y 2.,2
2022,1,Fisiología y Anatomía,Sistema Nervioso y Sentidos,"En el sistema nervioso central, la mielina que recubre los axones es proporcionada por:",Las células de Schwann.,Los astrocitos.,La microglía.,Los oligodendrocitos.,4
2022,2,Fisiología y Anatomía,Sistema Nervioso y Sentidos,El tamaño de los potenciales electrotónicos:,Aumenta exponencialmente con la distancia al punto de generación.,Disminuye exponencialmente con la distancia al punto de generación.,Cambia de forma lineal con la distancia al punto de generación.,No se modifica con la distancia al punto de generación.,2
2022,3,Fisiología y Anatomía,Sistema Nervioso y Sentidos,El reflejo flexor:,Conlleva inhibición recíproca de los extensores homolaterales.,Es un reflejo monosináptico.,Se produce en respuesta al estiramiento del músculo.,Es desencadenado por el órgano tendinoso de Golgi.,1
2022,4,Fisiología y Anatomía,Sistema Nervioso y Sentidos,"A medida que progresa la profundidad del sueño no-REM, la actividad electroencefalográfica se va haciendo:",De menor amplitud y mayor frecuencia.,De mayor amplitud y menor frecuencia.,De mayor amplitud y mayor frecuencia.,De menor amplitud y menor frecuencia.,2
2022,5,Fisiología y Anatomía,Sistema Nervioso y Sentidos,Los sistemas sensoriales codifican la intensidad de un estímulo en función de:,La amplitud de los potenciales de acción.,La frecuencia de los potenciales de acción.,El grado de adaptación del receptor.,La duración de los potenciales de acción.,2
2022,6,Fisiología y Anatomía,Endocrino y Reproductor,El radioinmunoanálisis (RIA) aplicado a la determinación hormonal:,Utiliza marcadores fluorescentes para medir las concentraciones de las hormonas.,Necesita anticuerpos que unan la hormona a medir.,Determina cantidades de hormona siempre que sean superiores a 1 microgramo/decilitro.,No es cuantitativo.,2
2022,7,Fisiología y Anatomía,Endocrino y Reproductor,¿Cuál de las siguientes hormonas llega a la hipófisis a través de los vasos porta hipotálamohipofisarios?:,Hormona estimulante del folículo (FSH).,Hormona de crecimiento (GH).,Hormona adrenocorticotropa (ACTH).,Hormona liberadora de tirotropina (TRH).,4
